2,86.92
1.95,86.57
1.9,86.18
1.85,85.78
1.8,85.32
1.75,84.84
1.7,84.34
1.65,83.8
1.6,83.23
1.55,82.63
1.5,81.99
1.45,81.28
1.4,80.5
1.35,79.65
1.3,78.7
1.25,77.7
1.2,76.66
1.15,75.5
1.1,74.27
1.05,72.83
1,71.38
0.95,69.78
0.9,68.01
0.85,66.75
0.8,63.87
